entry,title,keywords,abstract,year,journal
LU201877,Lightweight convolutional neural networks for player detection and classification,"Player detection, Player classification, CNN, Team membership","Vision-based player detection and classification are important in sports applications. Accuracy, efficiency, and low memory consumption are desirable for real-time tasks such as intelligent broadcasts and event classification. In this paper, we present a convolutional neural network (CNN) that satisfies all these requirements. The network contains a three-branch proposal network and a four-cascade classification network. Our method first trains these cascaded networks from labeled image patches. Then, we efficiently apply the network to a whole image by using a dilation strategy in testing. We conducted experiments on soccer, basketball, ice hockey and pedestrian datasets. Experimental results demonstrate that our method can accurately detect players under challenging conditions. Compared with CNNs that are adapted from general object detection networks such as Faster-RCNN, our approach achieves state-of-the-art accuracy on three types of games (basketball, soccer and ice hockey) with 1000 × fewer parameters. The generality of our method is also demonstrated on a standard pedestrian detection dataset in which our method achieves competitive performance compared with state-of-the-art methods.",2018,Computer Vision and Image Understanding
GONZALEZBRIONES201898,A multi-agent system for the classification of gender and age from images,"Facial recognition, Automatic age estimation, Automatic gender estimation, Preprocessing of images, Multi-agent system","The automatic classification of human images on the basis of age range and gender can be used in audiovisual content adaptation for Smart TVs or marquee advertising. Knowledge about users is used by publishing agencies and departments regulating TV content; on the basis of this information (age, gender) they are able to provide content that suits the interests of users. To this end, the creation of a highly precise image pattern recognition system is necessary, this may be one of the greatest challenges faced by computer technology in the last decades. These recognition systems must apply different pattern recognition techniques, in order to distinct gender and age in the images. In this work, we propose a multi-agent system that integrates different techniques for the acquisition, preprocessing and processing of images for the classification of age and gender. The system has been tested in an office building. Thanks to the use of a multi-agent system which allows to apply different workflows simultaneously, the performance of different methods could be compared (each flow with a different configuration). Experimental results have confirmed that a good preprocessing stage is necessary if we want the classification methods to perform well (Fisherfaces, Eigenfaces, Local Binary Patterns, Multilayer perceptron). The Fisherfaces method has proved to be more effective than MLP and the training time was shorter. In terms of the classification of age, Fisherfaces offers the best results in comparison to the rest of the system’s classifiers. The use of filters has allowed to reduce dimensionality, as a result the workload was reduced, a great advantage in a system that performs classification in real time.",2018,Computer Vision and Image Understanding
IQBAL201837,A dual-source approach for 3D human pose estimation from single images,"3D human pose estimation, Motion capture, 3D reconstruction, Articulated pose estimation","In this work we address the challenging problem of 3D human pose estimation from single images. Recent approaches learn deep neural networks to regress 3D pose directly from images. One major challenge for such methods, however, is the collection of large amounts of training data. Particularly, collecting a large number of unconstrained images that are annotated with accurate 3D poses is impractical. We therefore propose to use two independent training sources. The first source consists of accurate 3D motion capture data, and the second source consists of unconstrained images with annotated 2D poses. To incorporate both sources, we propose a dual-source approach that combines 2D pose estimation with efficient 3D pose retrieval. To this end, we first convert the motion capture data into a normalized 2D pose space, and separately learn a 2D pose estimation model from the image data. During inference, we estimate the 2D pose and efficiently retrieve the nearest 3D poses. We then jointly estimate a mapping from the 3D pose space to the image and reconstruct the 3D pose. We provide a comprehensive evaluation of the proposed method and experimentally demonstrate the effectiveness of our approach, even when the skeleton structures of the two sources differ substantially.",2018,Computer Vision and Image Understanding
FLOREA2018220,Artistic movement recognition by consensus of boosted SVM based experts,"Randomized boosted SVMs, Multi-scale topography, Painting style recognition, Consensus of experts, Ensembles","In this work we aim to automatically recognize the artistic movement from a digitized image of a painting. Our approach uses a new system that resorts to descriptions induced by color structure histograms and by novel topographical features for texture assessment. The topographical descriptors accumulate information from the first and second local derivatives within four layers of finer representations. The classification is performed by two layers of ensembles. The first is an adapted boosted ensemble of support vector machines, which introduces further randomization over feature categories as a regularization. The training of the ensemble yields individual experts by isolating initially misclassified images and by correcting them in further stages of the process. The solution improves the performance by a second layer build upon the consensus of multiple local experts that analyze different parts of the images. The resulting performance compares favorably with classical solutions and manages to match the ones of modern deep learning frameworks.",2018,Journal of Visual Communication and Image Representation
SU2018234,Graph regularized low-rank tensor representation for feature selection,"Unsupervised feature selection, Low-rank tensor representation, Graph embedding, Subspace clustering","Recently, considerable efforts have been made in feature selection to improve the original feature subspace. In this paper, we proposed a graph regularized low-rank tensor representation (GRLTR) for feature selection. We jointly incorporated the low-rank representation and the graph embedding into a unified learning framework to preserve the intrinsic global low-dimension structure and local geometrical structure of data together. According to the wide presence of multidimensional data, our proposed framework is based on tensor, which can faithfully maintain the information. To improve the performance of specific clustering task, we employed the idea of embedded-based feature selection into our model for optimizing the feature representation and clustering result simultaneously. Experimental results on six available datasets suggest our proposed approach produces superior performances compared with several state-of-the-art methods.",2018,Journal of Visual Communication and Image Representation
LIU2018131,Content adaptive interpolation filters based on HEVC framework,"HEVC, Interpolation, Adaptive, Filter, Fractional samples","Motion compensation is the key technique to reduce temporal redundancy in video coding. Interpolation filters are adopted to generate the inter frame prediction for motion compensation with fractional pixel accuracy. In existing video coding standards such as H.264/AVC and HEVC, a set of predefined interpolation filters is adopted in motion compensation. However, predefined interpolation filters cannot adapt to the video content, which may compromise the coding efficiency. In this paper, a content adaptive interpolation scheme is proposed for motion compensation. In the proposed scheme, a set of adaptive interpolation filters is derived for each frame as additional interpolation filters to minimize the inter prediction difference. Rate-distortion optimization is employed to choose between the predefined interpolation filters and the derived adaptive interpolation filters to achieve the best coding performance at the low bit rates. The proposed scheme is implemented into the HM 12.1 software. Experimental results show that the proposed scheme achieves 5.13 percent, 3.42 percent and 4.07 percent bit rate saving on average compared with HEVC under the “low delay P”, the “low delay B” and the “random access” configurations respectively.",2018,Journal of Visual Communication and Image Representation
GAO2018305,3D object recognition based on pairwise Multi-view Convolutional Neural Networks,"3D object recognition, CNN, Multi-view, PMV-CNN, Pairwise, End-to-end","With the development of 3D sensors, it will be much easier for us to obtain 3D models, which is prevailing in our future daily life, but up to now, although many 3D object recognition algorithms have been proposed, there are some limitations, including the lack of training samples, hand-crafted feature representation, feature extraction and recognition separately. In this work, we propose a novel pairwise Multi-View Convolutional Neural Network for 3D Object Recognition (PMV-CNN for short), where automatic feature extraction and object recognition are put into a unify CNN architecture. Moreover, since the pairwise network architecture is utilized in PMV-CNN, thus, the requirement of the number of training samples in the original dataset is not severe. In addition, the latent complementary relationships from different views can be highly explored by view pooling. Large scale experiments demonstrate that the pairwise architecture is very useful when the number of labeled training samples is very small. Moreover, it also makes more robust feature extraction. Furthermore, since the end-to-end network architecture is employed in PMV-CNN, thus, the extracted feature is very suitable for 3D object recognition, whose performance is much better than that of hand-crafted features. In a word, the performance of our proposed method outperforms state-of-the-art methods.",2018,Journal of Visual Communication and Image Representation
OSZUST201815,No-reference image quality assessment with local features and high-order derivatives,"Image quality assessment, No-reference, Local features, Support vector regression","The perceptual quality of images is often affected by applied image processing techniques. Their evaluation requires tests which involve human subjects. However, in most cases, image quality assessment (IQA) should be automatic and reproducible. Therefore, in this paper, a novel no-reference IQA method is proposed. The method uses high-order derivatives to extract detailed structure deformation present in distorted images. Furthermore, it employs local features, considering that only some regions of an image carry interesting information. Then, statistics of local features are used by a support vector regression technique to provide an objective quality score. To improve the quality prediction, luminance and chrominance channels of the image are processed. Experimental results on six large-scale public IQA image datasets show that the proposed method outperforms the state-of-the-art hand-crafted and deep-learning techniques in terms of the visual quality prediction accuracy. Furthermore, the method is better than popular full-reference approaches (i.e., SSIM and PSNR).",2018,Journal of Visual Communication and Image Representation
YANG2018167,The spatial correlation problem of noise in imaging deblurring and its solution,"Spatial correlation coefficient, Noise probability distribution model, Colour interpolation, Colour space transformation, Correction algorithm, Image deblurring","We describe the spatial correlation problem of noise in colour digital images and analyse its cause. Pixel-correlated image processing procedures, such as CFA colour interpolation and colour space transformation, mainly lead to this problem. Considering this problem, we propose a new noise model based on a joint Gaussian probability distribution. Furthermore, we present an algorithm that makes the revised noise model fit the existing image deconvolution well. The parameters of our algorithm depend only on the image processing procedures of the imaging system. Finally, we apply the proposed algorithm to revise two typical image deconvolution methods and perform simulations and real-world experiments. Both the quantitative indicators and visual performance of the image deblurring results show that the revised deconvolution methods based on our noise model behave better in reducing the noise and ringing artefacts, thus improving the image quality compared with the methods that use the original noise model.",2018,Journal of Visual Communication and Image Representation
ZHANG20181,Robust visual tracking via multi-feature response maps fusion using a collaborative local-global layer visual model,"Collaborative visual model, Block color tracking, Correlation filter tracking, Response maps fusion, Online re-detection","This paper addresses the issue of robust visual tracking, in which an effective tracker based on multi-feature fusion under a collaborative local-global layer visual model is proposed. In the local layer, we implement a novel block tracker using structural local color histograms feature based on the foreground-background discrimination analysis approach. In the global layer we implement a complementary correlation filters-based tracker using HOG feature. Finally, the local and global trackers are linearly merged in the response maps level. We choose the different merging factors according to the reliability of each combined tracker, and when both of the combined trackers are unreliable, an online trained SVM detector is activated to re-detect the target. Experiments conducted on challenging sequences show that our final merged tracker achieves favorable tracking performance and outperforms several state-of-the-art trackers. Besides, performance of the implemented block tracker is evaluated by comparing with some relevant color histograms-based trackers.",2018,Journal of Visual Communication and Image Representation
RACHMADI2018265,Single image vehicle classification using pseudo long short-term memory classifier,"Pseudo-LSTM classifier, Vehicle classification, Deep convolutional network","In this paper, we propose a pseudo long short-term memory (LSTM) classifier for single image vehicle classification. The proposed pseudo-LSTM (P-LSTM) uses spatially divided images rather than time-series images. In other words, the proposed method considers the divided images to be time-series frames. The divided images are formed by cropping input images using two-level spatial pyramid region configuration. Parallel convolutional networks are used to extract the spatial pyramid features of the divided images. To explore the correlations between the spatial pyramid features, we attached an LSTM classifier to the end of the parallel convolutional network and treated each convolutional network as an independent timestamp. Although LSTM classifiers are typically used for time-dependent data, our experiments demonstrated that they can also be used for non-time-dependent data. We attached one fully connected layer to the end of the network to compute a final classification decision. Experiments on an MIO-TCD vehicle classification dataset show that our proposed classifier produces a high evaluation score and is comparable with several other state-of-the-art methods.",2018,Journal of Visual Communication and Image Representation
CHONG2018207,Discriminative kernel-based metric learning for face verification,"Face verification, Metric learning, Kernel machine, Discriminant analysis","This paper outlines a simplistic formulation for doublet constrained discriminative metric learning framework for face verification. The Mahalanobis distance metric of the framework is formulated by leveraging the within-class scatter matrix of the doublet and a quadratic kernel function. Unlike existing metric learning methods, the proposed framework admits efficient solution attributed to the convexity nature of the kernel machines. We demonstrate three realizations of the proposed framework based on the well-known kernel machine instances, namely Support Vector Machine, Kernel Ridge Regression and Least Squares Support Vector Machine. Due to wide availability of off-the-shelf kernel learner solvers, the proposed method can be easily trained and deployed. We evaluate the proposed discriminative kernel-based metric learning with two types of face verification setup: standard and unconstrained face verification through three benchmark datasets. The promising experimental results corroborate the feasibility and robustness of the proposed framework.",2018,Journal of Visual Communication and Image Representation
FAN2018182,A discriminative dynamic framework for facial expression recognition in video sequences,"Histogram of gradients, Facial expression, Feature extraction","Facial expression involves a dynamic process, leading to the variation of different facial components over time. Thus, dynamic descriptors are essential for recognising facial expressions. In this paper, we extend the spatial pyramid histogram of gradients to spatio-temporal domain to give 3-dimensional facial features. To enhance the spatial information, we divide the whole face region into a group of smaller local regions to extract local 3D features, and a weighting strategy based on fisher separation criterion is proposed to enhance the discrimination ability of local features. A multi-class classifier based on support vector machine is applied for recognising facial expressions. Experiments on the CK+ and MMI datasets using leave-one-out cross validation scheme show that the proposed framework perform better than using the descriptor of simple concatenation. Compared with state-of-the-art methods, the proposed framework demonstrates a superior performance.",2018,Journal of Visual Communication and Image Representation
LIU201873,Joint foveation-depth just-noticeable-difference model for virtual reality environment,"Just-noticeable-difference, Depth, Foveation, Stereoscopic images, Virtual reality environment","In this paper, we develop a joint foveation-depth just-noticeable-difference (FD-JND) model to quantify the perceptual redundancy of image in the VR display environment. The proposed FD-JND model is developed with considerations on the effects of both foveation and depth. More specifically, experiments for the VR environment on synthesized stimuli are conducted based on luminance masking and contrast masking and the FD-JND model is developed accordingly. Subjective quality discrimination experiments between the noise contaminated images and original ones validate favorableness of the proposed FD-JND model.",2018,Journal of Visual Communication and Image Representation
FEI2018139,An overview of face-related technologies,"Face recognition, Face enhancement, 3D face reconstruction, Deep learning","In recent years, information technology is developing continuously and set off a burst of artificial intelligence boom in the field of science. The development of advanced technologies such as unmanned driving and AI chips, is the extensive application of artificial intelligence. Face-related technologies have a wide range of applications because of intuitive results and good concealment. Since 3D face information can provide more comprehensive facial information than 2D face information, and it can solve many difficulties that cannot be solved in 2D face recognition. Therefore, more and more researchers have studied 3D face recognition in recent years. Under the new circumstances, the research on face are experiencing all kinds of challenges. With the tireless of many scientists, the new technology is also making a constant progress, and in the development of many technologies it still maintained its leading position. In this paper, we simply sort out the present development process of facial correlation technology, and the general evolution of this technology is outlined. Finally, the practical significance of this technology development is briefly discussed.",2018,Journal of Visual Communication and Image Representation
HAN2018287,View synthesis using foreground object extraction for disparity control and image inpainting,"Virtual view synthesis, DIBR, Disparity control, Exemplar-based inpainting, Foreground object extraction","Among the rapidly growing three-dimensional technologies, multiview displays have drawn great research interests in three-dimensional television due to their adaption to the motion parallax and wider viewing angles. However, multiview displays still suffer from dazzling discomfort on the border of viewing zones. Leveraging on the separability of scene via foreground segmentation, we propose a novel virtual view synthesis method for depth-image-based rendering to alleviate the discomfort. Foreground objects of interest are extracted to segment the whole image into multiple layers, which are further warped to the virtual viewpoint in order. To alleviate the visual discomfort, global disparity adjustments and local depth control are performed for specific objects in each layer. For the post-processing, we improve an exemplar-based inpainting algorithm to tackle the disoccluded areas. Experimental results demonstrate that our method achieves effective disparity control and generates high-quality virtual view images.",2018,Journal of Visual Communication and Image Representation
SHI2018256,Unsupervised multi-view feature extraction with dynamic graph learning,"Multi-view feature extraction, Intrinsic sample relations, Dynamic graph learning","Graph-based multi-view feature extraction has attracted much attention in literature. However, conventional solutions generally rely on a manually defined affinity graph matrix, which is hard to capture the intrinsic sample relations in multiple views. In addition, the graph construction and feature extraction are separated into two independent processes which may result in sub-optimal results. Furthermore, the raw data may contain adverse noises that reduces the reliability of the affinity matrix. In this paper, we propose a novel Unsupervised Multi-view Feature Extraction with Dynamic Graph Learning (UMFE-DGL) to solve these limitations. We devise a unified learning framework which simultaneously performs dynamic graph learning and the feature extraction. Dynamic graph learning adaptively captures the intrinsic multiple view-specific relations of samples. Feature extraction learns the projection matrix that could accordingly preserve the dynamically adjusted sample relations modelled by graph into the low-dimensional features. Experimental results on several public datasets demonstrate the superior performance of the proposed approach, compared with state-of-the-art techniques.",2018,Journal of Visual Communication and Image Representation
SUN201883,General-to-specific learning for facial attribute classification in the wild,"Facial attribute, Deep convolutional network, Joint learning, Task-aware learning","Recent studies have shown that facial attributes provide useful cues for a number of applications such as face verification. However, accurate facial attribute interpretation is still a formidable challenge in real life due to large head poses, occlusion and illumination variations. In this work, we propose a general-to-specific deep convolutional network architecture for predicting multiple attributes from a single image in the wild. First, we model the interdependencies among all attributes by joint learning them all. Second, task-aware learning is adopted to explore the disparity regarding each attribute. Finally, an attribute-aware face cropping scheme is proposed to extract more discriminative features from where a certain attribute naturally shows up. The proposed learning strategy ensures both robustness and performance of our model. Extensive experiments on two challenging publicly available datasets demonstrate the effectiveness of our architecture and the superiority to state-of-the-art alternatives.",2018,Journal of Visual Communication and Image Representation
WILLIEM201838,Cost aggregation benchmark for light field depth estimation,"Light field, Depth estimation, Cost aggregation, Weighted rank, Benchmark","Light field depth estimation has become a mature research topic and there are numerous algorithms introduced by various research groups. However, comprehensive and fair benchmark is difficult to apply because there are large step variances of the introduced algorithms. It is essential to analyze each step in the light field depth estimation so that it could help design better and more robust algorithms. Thus, a thorough analysis of cost aggregation is conducted in this paper to analyze the performance of various cost aggregation methods on light field depth estimation. A study on the parameter setting for each cost aggregation method is performed. Then, each cost aggregation with its optimal parameters is evaluated individually. Instead of using the standard rank system, this paper utilizes the weighted rank system based on the score difference on each criterion. Experimental results confirm that the guided-filter based method outperforms other methods in most evaluation criteria.",2018,Journal of Visual Communication and Image Representation
JIANG2018177,Analysis of security operation and maintenance system using privacy utility in media environment,"KVM, Safety, Operation and maintenance control, Intelligent management","At present, the power information room mostly adopts the analog KVM matrix, or adopts the digital KVM matrix, but there are various defects in the two methods. In order to solve the problem of traditional mode, this paper developed a new security operation and maintenance management system composed of 5 parts. It also has the advantages of traditional mode and overcomes the shortcomings of the traditional model. First, introduces the advantages and disadvantages of two kinds of traditional model, puts forward the necessity of improving; then, the security operation management system each part of the design, and set out to achieve its function; finally carries on the analysis of security. The results show that the security operation and maintenance management system improves the security of the system and helps the system to operate more intelligently and safely based on the guarantee of the required functions.",2018,Journal of Visual Communication and Image Representation
LI201892,Visual tracking via context-aware local sparse appearance model,"Visual tracking, Local sparse representation, Spatial-temporal context, Dictionary update","Most existing local sparse trackers are prone to drifting away as they do not make use of discriminative information of local patches. In this paper, we propose an effective context-aware local sparse appearance model to alleviate the drift problem caused by background clutter and occlusions. First, considering that different local patches should have different impacts on the likelihood computation, we present a novel Impact Allocation Strategy (IAS) with integration of the spatial-temporal context. Varying positive impact factors are adaptively assigned to different local patches based on their ability distinguishing the spatial context, which provides discriminative information to prevent the tracker from drifting. Furthermore, we exploit temporal context to introduce some historical information for more accurate locating. Second, we present a new patch-based dictionary update method being able to update each patch independently with the validation of effectiveness. On the one hand, we introduce sparsity concentration index to check whether the local patch to be updated is a valid local patch from the target object. On the other hand, spatial context is further employed to eliminate the effect of the background. Experimental results show the superiority and competitiveness of the proposed method on the benchmark data set compared to other state-of-the-art algorithms.",2018,Journal of Visual Communication and Image Representation
SHIJILA2018188,Moving object detection by low rank approximation and l1-TV regularization on RPCA framework,"Moving object detection, Low rank recovery, Background subtraction, Robust principle component analysis","The detection of moving objects and the subtraction of the scene background are significant tasks for intelligent video surveillance systems as it is one among the fundamental steps. Inspired by the challenging cases yet to be resolved in Moving Object Detection (MOD), a new formulation is done to detect moving objects from video sequences based on Robust Principal Component Analysis (RPCA) principle by adopting the regularization of Total Variation (TV) norm using a convergent convex optimization algorithm. While the nuclear norm exploits the low-rank property of background, the sparsity is enhanced by the l1-norm and the foreground spatial smoothness is explored by TV regularization. The goodness of this method lies in the reduced computational complexity, quickness and on the superiority acquired in quantitative evaluation based on F-measure, Recall and Precision with respect to the state of the art methods.",2018,Journal of Visual Communication and Image Representation
PANDA201852,A new Wronskian change detection model based codebook background subtraction for visual surveillance applications,"Visual surveillance, Moving object detection, Background subtraction, Dynamic backgrounds, Wronskian change detection model, Codebook model","Background subtraction (BS) is a popular approach for detecting moving objects in video sequences for visual surveillance applications. In this paper, a new multi-channel and multi-resolution Wronskian change detection model (MCMRWM) based codebook background subtraction is proposed for moving object detection in the presence of dynamic background conditio ns. In the prooed MCMRWM, the multi-channel information helps to reduce the false negative of the foreground object; and the multi-resolution data suppresses the background noise resulting in reduced false positives. The proposed algorithm considers the ratio between feature vectors of current frame to the background model or its reciprocal in an adaptive manner, depending on the l2 norm of the feature vector, which helps to detect the foreground object completely without any false negatives. Extensive experiments are carried out with challenging video sequences to show the efficacy of the proposed algorithm against state-of-the-art BS techniques.",2018,Journal of Visual Communication and Image Representation
HUNG2018144,Image up-sampling using deep cascaded neural networks in dual domains for images down-sampled in DCT domain,"DCT up-sampling, Interpolation, Super-resolution, Deep neural networks","Recent researches show that the high-frequency discrete cosine transform (DCT) coefficients can be estimated from low-frequency DCT coefficients by exploiting the spatial correlations. Hence, images coded by DCT such as JPEG/MJPEG/H.264, etc., can be down-sampled in DCT domain, where the high-frequency information can be accurately restored through image up-sampling. In this letter, we propose a novel deep neural network using the cascaded fully connected layers and convolution layers in dual domains (DCT and spatial domains), in order to restore high-frequency DCT coefficients from observed low-frequency DCT coefficients by exploiting the DCT inter-block and spatial correlations. In the proposed network, many recent techniques are adopted, including residual network in dual domains, batch normalization, denseNet, etc. Experimental results show that the proposed cascaded networks in dual domains significantly outperforms the state-of-the-art DCT up-sampling methods in terms of PSNR (0.63–2.57 dB gain), SSIM values, and subjective evaluations on standard image datasets Set5 and Set14.",2018,Journal of Visual Communication and Image Representation
JIANG2018201,Camera network analysis for visual surveillance in electric industrial context,"Camera network, Topology, Sparse, Visual surveillance","Society is rapidly accepting the use of a wide variety of cameras location and applications: site traffic monitoring, parking lot surveillance, car and smart space. The camera provides data every day in an analysis by an effective way. Recent advances in sensor technology manufacturing, communications and computing are stimulating. The development of new applications that can change the traditional vision system incorporating universal smart camera network was processed. This analysis of visual cues in multi camera networks makes wide applications ranging from smart home and office automation to large area surveillance and traffic surveillance. And dense Camera networks, most of which have large overlapping areas of cameras. In the view of good research, we focus on sparse camera networks. One sparse camera network using large area surveillance was developed. As few cameras as possible, most cameras do not overlap each other’s field of vision. This task is challenging. Lack of knowledge of topology network, the specific changes in appearance and movement track different opinions of the target, as well as difficulties understanding complex events in a network were observed. In this review, we present a comprehensive survey of recent studies. Results to solve the problem of topology learning, object appearance modeling and global activity understanding sparse camera network were determined. In addition, some of the current open research issues are discussed.",2018,Journal of Visual Communication and Image Representation
LIAN2018296,Attention guided U-Net for accurate iris segmentation,"Iris segmentation, U-Net, Attention","Iris segmentation is a critical step for improving the accuracy of iris recognition, as well as for medical concerns. Existing methods generally use whole eye images as input for network learning, which do not consider the geometric constrain that iris only occur in a specific area in the eye. As a result, such methods can be easily affected by irrelevant noisy pixels outside iris region. In order to address this problem, we propose the ATTention U-Net (ATT-UNet) which guides the model to learn more discriminative features for separating the iris and non-iris pixels. The ATT-UNet firstly regress a bounding box of the potential iris region and generated an attention mask. Then, the mask is used as a weighted function to merge with discriminative feature maps in the model, making segmentation model pay more attention to iris region. We implement our approach on UBIRIS.v2 and CASIA.IrisV4-distance, and achieve mean error rates of 0.76% and 0.38%, respectively. Experimental results show that our method achieves consistent improvement in both visible wavelength and near-infrared iris images with challenging scenery, and surpass other representative iris segmentation approaches.",2018,Journal of Visual Communication and Image Representation
YANG201827,Hybrid of extended locality-constrained linear coding and manifold ranking for salient object detection,"Salient object detection, Complex scene, Locality-constrained Linear Coding (LLC), Manifold ranking, Region classification, Region clustering","Recent years have witnessed great progress of salient object detection methods. However, due to the emerging complex scenes, two problems should be solved urgently: one is on the fast locating of the foreground while preserving the precision, and the other is about reducing the noise near the foreground boundary in saliency maps. In this paper, a hybrid method is proposed to ameliorate the above two issues. At first, to reduce the essential runtime of integrating the prior knowledge, a novel Prior Knowledge Learning based Region Classification (PKL-RC) method is proposed for classifying image regions and preliminarily locating foreground; furthermore, to generate more accurate saliency, a Locality-constrained Linear self-Coding based Region Clustering (LLsC-RC) model is proposed to improve the adjacency structure of the similarity graph for Manifold Ranking (MR). Experimental results demonstrate the effectiveness and superiority of the proposed method in both higher precision and better smoothness.",2018,Journal of Visual Communication and Image Representation
ZHANG2018150,Adaptive total variation-based spectral-spatial feature extraction of hyperspectral image,"Hyperspectral image classification, Principal component analysis, Adaptive total variation filtering, Extreme learning machine","In this paper, a simple yet quite useful hyperspectral images (HSI) classification method based on adaptive total variation filtering (ATVF) is proposed. The proposed method consists of the following steps: First, the spectral dimension of the HSI is reduced with principal component analysis (PCA). Then, ATVF is employed to extract image features which not only reduces the noise in the image, but also effectively exploits spatial–spectral information. Therefore, it can provide an improved representation. Finally, the efficient extreme learning machine (ELM) with a very simple structure is used for classification. This paper analyzes the influence of different parameters of the ATVF and ELM algorithm on the classification performance in detail. Experiments are performed on three hyperspectral urban data sets. By comparing with other HSI classification methods and other different feature extraction methods, the proposed method based on the ATVF algorithm shows outstanding performance in terms of classification accuracy and computational efficiency when compared with other hyperspectral classification methods.",2018,Journal of Visual Communication and Image Representation
TU2018160,Classification of hyperspectral images via weighted spatial correlation representation,"Hyperspectral image, Superpixel, Joint sparse representation, Correlation coefficient","Superpixel segmentation has been widely applied in hyperspectral image (HSI) classification. In this letter, a weighted spatial correlation representation (WSCR) method for HSI classification is proposed where an effective metric spatial correlation representation (SCR) that measures the correlation coefficient (CC) among different pixels in the superpixels is described, which fully utilizes the spatial information and structural features of superpixels. In addition, considering that the contribution of each SCR is different, the Gaussian weighted is considered. The proposed method includes the following steps: First, a superpixels image is obtained from HSI based on the entropy rate superpixel (ERS) algorithm. Second, the WSCRs for the training and test samples are calculated. Then, a joint sparse representation (JSR) classification is used to obtain the representation residuals of different pixels. Finally, the class label of each pixel is determined by the defined decision function that combines the WSCR and JSR. Experimental results obtained on two real HSI datasets demonstrate the superiority of the proposed methods compared to other widely used methods in terms of classification accuracy.",2018,Journal of Visual Communication and Image Representation
DEHNAVI2018106,Cost and power efficient FPGA based stereo vision system using directional graph transform,"FPGA, Stereo vision, Hardware architecture, Disparity map","3D information of an environment using stereo cameras is important information for navigation of intelligent systems. The cost, power, accuracy, and speed are four important parameters in these systems. In this article, an accurate, real-time, low-power and low-cost system is provided to extract disparity maps in a stereo vision, using FPGA hardware platform. First, a new transform based on directional graphs is proposed. Then, benefiting from this graph transform and cross-based matching method, disparity map is computed. By using optimized hardware for the proposed transform and algorithm, we have obtained an accurate, low-cost, low-power and fast stereo vision system. The proposed system is fully implemented on relatively low cost FPGA platform, XC7K160t, in order to operate as a Standalone system. This system uses 40 K registers, 31 K LUTs, 215 memory blocks, and 258 DSP blocks of this FPGA. The proposed system is tested and evaluated in Middlebury dataset. The results show that the proposed stereo system can process a HD quality video at 60 frames per second for 64 disparity levels with only 7.1% error in the final disparity map. The total power consumption of the proposed stereo vision core is about 1 W.",2018,Journal of Visual Communication and Image Representation
KANSO2018245,An efficient lossless secret sharing scheme for medical images,"Secret sharing, Secret image sharing, -threshold scheme, Chaos","Medical doctors use diagnostic imaging techniques such as X-rays, CT scans and MRI, for detecting diseases or narrowing down possible causes of pain. This often require sharing and transmitting medical images over public channels. In this work we adapt Shamir’s secret sharing paradigm to propose a novel lossless scheme for secure sharing of medical images. The proposed scheme takes advantage of the redundancy in typical medical images to reduce share sizes, and hence facilitate storing and sharing. To this end, we employ a customized run-length encoding method to compress the medical image. We conduct an extensive performance analysis on the proposed scheme, including a comparison with some existing Shamir-type secret image sharing schemes.",2018,Journal of Visual Communication and Image Representation
TONG2018116,"A new framework of action recognition with discriminative parts, spatio-temporal and causal interaction descriptors","Action recognition, Spectral clustering, Discriminative constraint, Action part, Spatio-temporal relationship, Causal relationship","To improve action recognition performance, a novel discriminative spectral clustering method is firstly proposed, by which the candidate parts with the internal trajectories being close in spatial position, consistent in appearance and similar in motion velocity are mined. Furthermore, the discriminative constraint is introduced to select discriminative parts. Meanwhile, by fully considering the local and global distributions of data, a new similarity matrix is constructed, which enhances clustering effect. Secondly, the spatio-temporal interaction descriptor and causal interaction descriptor are constructed respectively, which fully mine the spatio-temporal and implicit causal interactive relationships between parts. Finally, a new framework is proposed. By associating the discriminative parts, spatio-temporal and causal interaction descriptors together as the inputs of Latent Support Vector Machine (LSVM), the correlations between action categories and action parts as well as interaction descriptors are mined. Consequently, accuracy is enhanced. The extensive and adequate experiments demonstrate the effectiveness of the proposed method.",2018,Journal of Visual Communication and Image Representation
HU2018275,"Can a machine have two systems for recognition, like human beings?","Image annotation, Multi-labeling, Hierarchical tree structure, Feature-pool selection","Artificial Intelligence has attracted much of researchers’ attention in recent years. A question we always ask is: “Can machines replace human beings to some extent?” This paper aims to explore the knowledge learning for an image-annotation framework, which is an easy task for humans but a tough task for machines. This paper’s research is based on an assumption that machines have two systems of thinking, each of which handles the labels of images at different abstract levels. Based on this, a new hierarchical model for image annotation is introduced. We explore not only the relationships between the labels and the features used, but also the relationships between labels. More specifically, we divide labels into several hierarchies for efficient and accurate labeling, which are constructed using our Associative Memory Sharing method, proposed in this paper.",2018,Journal of Visual Communication and Image Representation
